year,reporter,partner,product,indicator,value
2004,BGR,ISR,Total,XPRT-TRD-VL,74002.122
2005,BGR,ISR,Total,XPRT-TRD-VL,68262.218
2006,BGR,ISR,Total,XPRT-TRD-VL,81635.905
2007,BGR,ISR,Total,XPRT-TRD-VL,93934.286
2008,BGR,ISR,Total,XPRT-TRD-VL,62424.677
2009,BGR,ISR,Total,XPRT-TRD-VL,54915.749
2010,BGR,ISR,Total,XPRT-TRD-VL,98749.239
2011,BGR,ISR,Total,XPRT-TRD-VL,77346.784
2012,BGR,ISR,Total,XPRT-TRD-VL,107262.66
2013,BGR,ISR,Total,XPRT-TRD-VL,120544.458
2014,BGR,ISR,Total,XPRT-TRD-VL,125271.426
2015,BGR,ISR,Total,XPRT-TRD-VL,115318.759
2016,BGR,ISR,Total,XPRT-TRD-VL,97676.6811633267
2017,BGR,ISR,Total,XPRT-TRD-VL,123199.068201552
2018,BGR,ISR,Total,XPRT-TRD-VL,90829.7203532488
2019,BGR,ISR,Total,XPRT-TRD-VL,158646.034042477
2020,BGR,ISR,Total,XPRT-TRD-VL,118875.245952533
2021,BGR,ISR,Total,XPRT-TRD-VL,229405.121010101
2022,BGR,ISR,Total,XPRT-TRD-VL,314734.544348287
2002,BGR,HRV,Total,XPRT-TRD-VL,15725.091
2003,BGR,HRV,Total,XPRT-TRD-VL,44112.34
2004,BGR,HRV,Total,XPRT-TRD-VL,41057.608
2005,BGR,HRV,Total,XPRT-TRD-VL,164270.249
2006,BGR,HRV,Total,XPRT-TRD-VL,255029.694
2007,BGR,HRV,Total,XPRT-TRD-VL,172654.39
2008,BGR,HRV,Total,XPRT-TRD-VL,187649.711
2009,BGR,HRV,Total,XPRT-TRD-VL,98106.595
2010,BGR,HRV,Total,XPRT-TRD-VL,108910.05
2011,BGR,HRV,Total,XPRT-TRD-VL,115119.46
2012,BGR,HRV,Total,XPRT-TRD-VL,101087.705
2013,BGR,HRV,Total,XPRT-TRD-VL,66496.268
2014,BGR,HRV,Total,XPRT-TRD-VL,123542.536
2015,BGR,HRV,Total,XPRT-TRD-VL,106033.558
2016,BGR,HRV,Total,XPRT-TRD-VL,123707.367297492
2017,BGR,HRV,Total,XPRT-TRD-VL,129178.764674359
2018,BGR,HRV,Total,XPRT-TRD-VL,220971.643228711
2019,BGR,HRV,Total,XPRT-TRD-VL,165105.381878624
2020,BGR,HRV,Total,XPRT-TRD-VL,188231.70346629
2021,BGR,HRV,Total,XPRT-TRD-VL,384870.314649216
2022,BGR,HRV,Total,XPRT-TRD-VL,398343.195752939
2002,BGR,SVK,Total,XPRT-TRD-VL,17696.37
2003,BGR,SVK,Total,XPRT-TRD-VL,17899.011
2004,BGR,SVK,Total,XPRT-TRD-VL,37841.952
2005,BGR,SVK,Total,XPRT-TRD-VL,41028.422
2006,BGR,SVK,Total,XPRT-TRD-VL,80735.981
2007,BGR,SVK,Total,XPRT-TRD-VL,143889.106
2008,BGR,SVK,Total,XPRT-TRD-VL,152232.821
2009,BGR,SVK,Total,XPRT-TRD-VL,132607.813
2010,BGR,SVK,Total,XPRT-TRD-VL,138309.721
2011,BGR,SVK,Total,XPRT-TRD-VL,154454.134
2012,BGR,SVK,Total,XPRT-TRD-VL,161958.354
2013,BGR,SVK,Total,XPRT-TRD-VL,219398.726
2014,BGR,SVK,Total,XPRT-TRD-VL,213250.454
2015,BGR,SVK,Total,XPRT-TRD-VL,187541.477
2016,BGR,SVK,Total,XPRT-TRD-VL,182094.030849465
2017,BGR,SVK,Total,XPRT-TRD-VL,234272.639861597
2018,BGR,SVK,Total,XPRT-TRD-VL,256080.836527908
2019,BGR,SVK,Total,XPRT-TRD-VL,337241.399070691
2020,BGR,SVK,Total,XPRT-TRD-VL,306900.774435272
2021,BGR,SVK,Total,XPRT-TRD-VL,342181.076349397
2022,BGR,SVK,Total,XPRT-TRD-VL,472683.041874034
2002,BGR,SVN,Total,XPRT-TRD-VL,24921.519
2003,BGR,SVN,Total,XPRT-TRD-VL,29774.198
2004,BGR,SVN,Total,XPRT-TRD-VL,29495.227
2005,BGR,SVN,Total,XPRT-TRD-VL,53062.783
2006,BGR,SVN,Total,XPRT-TRD-VL,115061.63
2007,BGR,SVN,Total,XPRT-TRD-VL,292033.766
2008,BGR,SVN,Total,XPRT-TRD-VL,176869.634
2009,BGR,SVN,Total,XPRT-TRD-VL,69639.848
2010,BGR,SVN,Total,XPRT-TRD-VL,155949.657
2011,BGR,SVN,Total,XPRT-TRD-VL,124384.154
2012,BGR,SVN,Total,XPRT-TRD-VL,240364.978
2013,BGR,SVN,Total,XPRT-TRD-VL,164450.481
2014,BGR,SVN,Total,XPRT-TRD-VL,164376.391
2015,BGR,SVN,Total,XPRT-TRD-VL,204344.957
2016,BGR,SVN,Total,XPRT-TRD-VL,218676.571009944
2017,BGR,SVN,Total,XPRT-TRD-VL,233747.197496892
2018,BGR,SVN,Total,XPRT-TRD-VL,246017.128167871
2019,BGR,SVN,Total,XPRT-TRD-VL,275669.731855777
2020,BGR,SVN,Total,XPRT-TRD-VL,209716.856115272
2021,BGR,SVN,Total,XPRT-TRD-VL,253899.810714543
2022,BGR,SVN,Total,XPRT-TRD-VL,551092.727994596
2002,BGR,LTU,Total,XPRT-TRD-VL,8282.698
2003,BGR,LTU,Total,XPRT-TRD-VL,10710.35
2004,BGR,LTU,Total,XPRT-TRD-VL,14550.069
2005,BGR,LTU,Total,XPRT-TRD-VL,16567.342
2006,BGR,LTU,Total,XPRT-TRD-VL,21469.889
2007,BGR,LTU,Total,XPRT-TRD-VL,29423.49
2008,BGR,LTU,Total,XPRT-TRD-VL,39368.231
2009,BGR,LTU,Total,XPRT-TRD-VL,26530.537
2010,BGR,LTU,Total,XPRT-TRD-VL,30920.236
2011,BGR,LTU,Total,XPRT-TRD-VL,36823.285
2012,BGR,LTU,Total,XPRT-TRD-VL,45329.7
2013,BGR,LTU,Total,XPRT-TRD-VL,56419.247
2014,BGR,LTU,Total,XPRT-TRD-VL,61868.103
2015,BGR,LTU,Total,XPRT-TRD-VL,55230.727
2016,BGR,LTU,Total,XPRT-TRD-VL,63302.6328387107
2017,BGR,LTU,Total,XPRT-TRD-VL,80750.5006263768
2018,BGR,LTU,Total,XPRT-TRD-VL,89245.947140644
2019,BGR,LTU,Total,XPRT-TRD-VL,81212.3986811444
2020,BGR,LTU,Total,XPRT-TRD-VL,93436.3817451773
2021,BGR,LTU,Total,XPRT-TRD-VL,103281.121523939
2022,BGR,LTU,Total,XPRT-TRD-VL,148030.484165619
2002,BGR,LVA,Total,XPRT-TRD-VL,6819.446
2003,BGR,LVA,Total,XPRT-TRD-VL,8742.337
2004,BGR,LVA,Total,XPRT-TRD-VL,9561.522
2005,BGR,LVA,Total,XPRT-TRD-VL,9086.85
2006,BGR,LVA,Total,XPRT-TRD-VL,14154.419
2007,BGR,LVA,Total,XPRT-TRD-VL,25493.712
2008,BGR,LVA,Total,XPRT-TRD-VL,27314.037
2009,BGR,LVA,Total,XPRT-TRD-VL,17436.196
2010,BGR,LVA,Total,XPRT-TRD-VL,22382.511
2011,BGR,LVA,Total,XPRT-TRD-VL,32283.58
2012,BGR,LVA,Total,XPRT-TRD-VL,35080.39
2013,BGR,LVA,Total,XPRT-TRD-VL,33283.124
2014,BGR,LVA,Total,XPRT-TRD-VL,34169.279
2015,BGR,LVA,Total,XPRT-TRD-VL,28345.347
2016,BGR,LVA,Total,XPRT-TRD-VL,30261.6299970858
2017,BGR,LVA,Total,XPRT-TRD-VL,33617.174162292
2018,BGR,LVA,Total,XPRT-TRD-VL,44560.050117856
2019,BGR,LVA,Total,XPRT-TRD-VL,33750.9982708242
2020,BGR,LVA,Total,XPRT-TRD-VL,48790.7562061548
2021,BGR,LVA,Total,XPRT-TRD-VL,45664.483381607
2022,BGR,LVA,Total,XPRT-TRD-VL,53986.4071993263
2002,BGR,EST,Total,XPRT-TRD-VL,2509.741
2003,BGR,EST,Total,XPRT-TRD-VL,4970.849
2004,BGR,EST,Total,XPRT-TRD-VL,4342.481
2005,BGR,EST,Total,XPRT-TRD-VL,5686.246
2006,BGR,EST,Total,XPRT-TRD-VL,8292.151
2007,BGR,EST,Total,XPRT-TRD-VL,5715.033
2008,BGR,EST,Total,XPRT-TRD-VL,7751.106
2009,BGR,EST,Total,XPRT-TRD-VL,6426.462
2010,BGR,EST,Total,XPRT-TRD-VL,14476.899
2011,BGR,EST,Total,XPRT-TRD-VL,17159.283
2012,BGR,EST,Total,XPRT-TRD-VL,14378.944
2013,BGR,EST,Total,XPRT-TRD-VL,24603.945
2014,BGR,EST,Total,XPRT-TRD-VL,28209.264
2015,BGR,EST,Total,XPRT-TRD-VL,23076.44
2016,BGR,EST,Total,XPRT-TRD-VL,24045.5957983405
2017,BGR,EST,Total,XPRT-TRD-VL,27367.2479228904
2018,BGR,EST,Total,XPRT-TRD-VL,35885.2529317352
2019,BGR,EST,Total,XPRT-TRD-VL,28707.2625484591
2020,BGR,EST,Total,XPRT-TRD-VL,23927.371115703
2021,BGR,EST,Total,XPRT-TRD-VL,37230.2103903506
2022,BGR,EST,Total,XPRT-TRD-VL,88596.6005038223
2002,BGR,LUX,Total,XPRT-TRD-VL,2801.97
2003,BGR,LUX,Total,XPRT-TRD-VL,1653.989
2004,BGR,LUX,Total,XPRT-TRD-VL,1558.927
2005,BGR,LUX,Total,XPRT-TRD-VL,2854.809
2006,BGR,LUX,Total,XPRT-TRD-VL,8497.069
2007,BGR,LUX,Total,XPRT-TRD-VL,5725.392
2008,BGR,LUX,Total,XPRT-TRD-VL,6904.18
2009,BGR,LUX,Total,XPRT-TRD-VL,17613.715
2010,BGR,LUX,Total,XPRT-TRD-VL,27028.894
2011,BGR,LUX,Total,XPRT-TRD-VL,25566.583
2012,BGR,LUX,Total,XPRT-TRD-VL,4916.427
2013,BGR,LUX,Total,XPRT-TRD-VL,4551.919
2014,BGR,LUX,Total,XPRT-TRD-VL,3505.066
2015,BGR,LUX,Total,XPRT-TRD-VL,5983.123
2016,BGR,LUX,Total,XPRT-TRD-VL,6794.82113291072
2017,BGR,LUX,Total,XPRT-TRD-VL,10558.6368304752
2018,BGR,LUX,Total,XPRT-TRD-VL,13218.9713168296
2019,BGR,LUX,Total,XPRT-TRD-VL,14584.1605365574
2020,BGR,LUX,Total,XPRT-TRD-VL,17453.5669409986
2021,BGR,LUX,Total,XPRT-TRD-VL,66791.9877515336
2022,BGR,LUX,Total,XPRT-TRD-VL,102049.955866561
2002,BGR,CYP,Total,XPRT-TRD-VL,28987.615
2003,BGR,CYP,Total,XPRT-TRD-VL,25993.864
2004,BGR,CYP,Total,XPRT-TRD-VL,38668.452
2005,BGR,CYP,Total,XPRT-TRD-VL,112053.542
2006,BGR,CYP,Total,XPRT-TRD-VL,111590.497
2007,BGR,CYP,Total,XPRT-TRD-VL,68156.413
2008,BGR,CYP,Total,XPRT-TRD-VL,137732.318
2009,BGR,CYP,Total,XPRT-TRD-VL,76030.932
2010,BGR,CYP,Total,XPRT-TRD-VL,60605.391
2011,BGR,CYP,Total,XPRT-TRD-VL,87376.094
2012,BGR,CYP,Total,XPRT-TRD-VL,107311.98
2013,BGR,CYP,Total,XPRT-TRD-VL,98695.791
2014,BGR,CYP,Total,XPRT-TRD-VL,131803.298
2015,BGR,CYP,Total,XPRT-TRD-VL,169982.457
2016,BGR,CYP,Total,XPRT-TRD-VL,90701.6871671747
2017,BGR,CYP,Total,XPRT-TRD-VL,91021.0647136104
2018,BGR,CYP,Total,XPRT-TRD-VL,120866.959848863
2019,BGR,CYP,Total,XPRT-TRD-VL,123903.165196488
2020,BGR,CYP,Total,XPRT-TRD-VL,132660.784766225
2021,BGR,CYP,Total,XPRT-TRD-VL,165969.316491975
2022,BGR,CYP,Total,XPRT-TRD-VL,230732.233681428
2002,BGR,MLT,Total,XPRT-TRD-VL,9160.605
2003,BGR,MLT,Total,XPRT-TRD-VL,7119.444
2004,BGR,MLT,Total,XPRT-TRD-VL,22053.486
2005,BGR,MLT,Total,XPRT-TRD-VL,65995.455
2006,BGR,MLT,Total,XPRT-TRD-VL,103964.049
2007,BGR,MLT,Total,XPRT-TRD-VL,49632.892
2008,BGR,MLT,Total,XPRT-TRD-VL,14901.255
2009,BGR,MLT,Total,XPRT-TRD-VL,8924.587
2010,BGR,MLT,Total,XPRT-TRD-VL,8412.237
2011,BGR,MLT,Total,XPRT-TRD-VL,43487.986
2012,BGR,MLT,Total,XPRT-TRD-VL,14282.363
2013,BGR,MLT,Total,XPRT-TRD-VL,30184.284
2014,BGR,MLT,Total,XPRT-TRD-VL,50331.691
2015,BGR,MLT,Total,XPRT-TRD-VL,57492.984
2016,BGR,MLT,Total,XPRT-TRD-VL,41418.950203904
2017,BGR,MLT,Total,XPRT-TRD-VL,21198.1372511832
2018,BGR,MLT,Total,XPRT-TRD-VL,24682.75204836
2019,BGR,MLT,Total,XPRT-TRD-VL,24922.4982484518
2020,BGR,MLT,Total,XPRT-TRD-VL,27350.9787752478
2021,BGR,MLT,Total,XPRT-TRD-VL,34129.8116466251
2022,BGR,MLT,Total,XPRT-TRD-VL,17876.0082733217
2002,HRV,CHN,Total,XPRT-TRD-VL,2474.837
2003,HRV,CHN,Total,XPRT-TRD-VL,4300.006
2004,HRV,CHN,Total,XPRT-TRD-VL,7199.027
2005,HRV,CHN,Total,XPRT-TRD-VL,9034.787
2006,HRV,CHN,Total,XPRT-TRD-VL,17139.207
2007,HRV,CHN,Total,XPRT-TRD-VL,19840.36
2008,HRV,CHN,Total,XPRT-TRD-VL,35263.636
2009,HRV,CHN,Total,XPRT-TRD-VL,41090.655
2010,HRV,CHN,Total,XPRT-TRD-VL,37695.204
2011,HRV,CHN,Total,XPRT-TRD-VL,54692.458
2012,HRV,CHN,Total,XPRT-TRD-VL,45866.13
2013,HRV,CHN,Total,XPRT-TRD-VL,76376.174
2014,HRV,CHN,Total,XPRT-TRD-VL,68086.998
2015,HRV,CHN,Total,XPRT-TRD-VL,77335.852
2016,HRV,CHN,Total,XPRT-TRD-VL,83844.599
2017,HRV,CHN,Total,XPRT-TRD-VL,125953.206
2018,HRV,CHN,Total,XPRT-TRD-VL,158419.657
2019,HRV,CHN,Total,XPRT-TRD-VL,120453.512
2020,HRV,CHN,Total,XPRT-TRD-VL,96676.064
2021,HRV,CHN,Total,XPRT-TRD-VL,105580.601
2022,HRV,CHN,Total,XPRT-TRD-VL,91134.269
2002,HRV,USA,Total,XPRT-TRD-VL,102325.471
2003,HRV,USA,Total,XPRT-TRD-VL,163981.143
2004,HRV,USA,Total,XPRT-TRD-VL,211158.78
2005,HRV,USA,Total,XPRT-TRD-VL,305131.821
2006,HRV,USA,Total,XPRT-TRD-VL,327181.456
2007,HRV,USA,Total,XPRT-TRD-VL,347520.264
2008,HRV,USA,Total,XPRT-TRD-VL,351408.658
2009,HRV,USA,Total,XPRT-TRD-VL,236203.474
2010,HRV,USA,Total,XPRT-TRD-VL,294269.835
2011,HRV,USA,Total,XPRT-TRD-VL,355451.125
2012,HRV,USA,Total,XPRT-TRD-VL,361239.84
2013,HRV,USA,Total,XPRT-TRD-VL,328225.29
2014,HRV,USA,Total,XPRT-TRD-VL,291613.422
2015,HRV,USA,Total,XPRT-TRD-VL,299980.853
2016,HRV,USA,Total,XPRT-TRD-VL,505813.585
2017,HRV,USA,Total,XPRT-TRD-VL,606108.121
2018,HRV,USA,Total,XPRT-TRD-VL,403917.637
2019,HRV,USA,Total,XPRT-TRD-VL,461461.89
2020,HRV,USA,Total,XPRT-TRD-VL,521256.739
2021,HRV,USA,Total,XPRT-TRD-VL,713304.813
2022,HRV,USA,Total,XPRT-TRD-VL,587840.339
2002,HRV,DEU,Total,XPRT-TRD-VL,611735.962
2003,HRV,DEU,Total,XPRT-TRD-VL,733153.311
2004,HRV,DEU,Total,XPRT-TRD-VL,895157.559
2005,HRV,DEU,Total,XPRT-TRD-VL,936093.357
2006,HRV,DEU,Total,XPRT-TRD-VL,1071445.428
2007,HRV,DEU,Total,XPRT-TRD-VL,1237038.619
2008,HRV,DEU,Total,XPRT-TRD-VL,1518132.923
2009,HRV,DEU,Total,XPRT-TRD-VL,1148521.837
2010,HRV,DEU,Total,XPRT-TRD-VL,1218669.599
2011,HRV,DEU,Total,XPRT-TRD-VL,1349254.453
2012,HRV,DEU,Total,XPRT-TRD-VL,1260669.253
2013,HRV,DEU,Total,XPRT-TRD-VL,1496969.466
2014,HRV,DEU,Total,XPRT-TRD-VL,1548656.067
2015,HRV,DEU,Total,XPRT-TRD-VL,1452601.728
2016,HRV,DEU,Total,XPRT-TRD-VL,1608276.765
2017,HRV,DEU,Total,XPRT-TRD-VL,1943565.223
2018,HRV,DEU,Total,XPRT-TRD-VL,2279042.523
2019,HRV,DEU,Total,XPRT-TRD-VL,2247531.149
2020,HRV,DEU,Total,XPRT-TRD-VL,2173258.142
2021,HRV,DEU,Total,XPRT-TRD-VL,2690721.021
2022,HRV,DEU,Total,XPRT-TRD-VL,2891794.197
2002,HRV,NLD,Total,XPRT-TRD-VL,41871.21
2003,HRV,NLD,Total,XPRT-TRD-VL,48682.314
2004,HRV,NLD,Total,XPRT-TRD-VL,76730.222
2005,HRV,NLD,Total,XPRT-TRD-VL,78524.551
2006,HRV,NLD,Total,XPRT-TRD-VL,89060.468
2007,HRV,NLD,Total,XPRT-TRD-VL,126224.615
2008,HRV,NLD,Total,XPRT-TRD-VL,178655.942
2009,HRV,NLD,Total,XPRT-TRD-VL,139018.316
2010,HRV,NLD,Total,XPRT-TRD-VL,169240.691
2011,HRV,NLD,Total,XPRT-TRD-VL,179346.476
2012,HRV,NLD,Total,XPRT-TRD-VL,207761.593
2013,HRV,NLD,Total,XPRT-TRD-VL,183942.39
2014,HRV,NLD,Total,XPRT-TRD-VL,219964.166
2015,HRV,NLD,Total,XPRT-TRD-VL,260471.223
2016,HRV,NLD,Total,XPRT-TRD-VL,357242.126
2017,HRV,NLD,Total,XPRT-TRD-VL,185090.813
2018,HRV,NLD,Total,XPRT-TRD-VL,200264.552
2019,HRV,NLD,Total,XPRT-TRD-VL,226107.82
2020,HRV,NLD,Total,XPRT-TRD-VL,253832.441
2021,HRV,NLD,Total,XPRT-TRD-VL,377720.566
2022,HRV,NLD,Total,XPRT-TRD-VL,369140.335
2002,HRV,JPN,Total,XPRT-TRD-VL,46114.197
2003,HRV,JPN,Total,XPRT-TRD-VL,73772.273
2004,HRV,JPN,Total,XPRT-TRD-VL,56640.879
2005,HRV,JPN,Total,XPRT-TRD-VL,50713.25
2006,HRV,JPN,Total,XPRT-TRD-VL,95227.158
2007,HRV,JPN,Total,XPRT-TRD-VL,68843.356
2008,HRV,JPN,Total,XPRT-TRD-VL,60800.417
2009,HRV,JPN,Total,XPRT-TRD-VL,61817.187
2010,HRV,JPN,Total,XPRT-TRD-VL,48584.682
2011,HRV,JPN,Total,XPRT-TRD-VL,73874.793
2012,HRV,JPN,Total,XPRT-TRD-VL,65827.126
2013,HRV,JPN,Total,XPRT-TRD-VL,59092.602
2014,HRV,JPN,Total,XPRT-TRD-VL,48491.965
2015,HRV,JPN,Total,XPRT-TRD-VL,51461.865
2016,HRV,JPN,Total,XPRT-TRD-VL,35550.272
2017,HRV,JPN,Total,XPRT-TRD-VL,55280.545
2018,HRV,JPN,Total,XPRT-TRD-VL,64648.965
2019,HRV,JPN,Total,XPRT-TRD-VL,44439.199
2020,HRV,JPN,Total,XPRT-TRD-VL,46546.744
2021,HRV,JPN,Total,XPRT-TRD-VL,46298.744
2022,HRV,JPN,Total,XPRT-TRD-VL,55244.992
2002,HRV,KOR,Total,XPRT-TRD-VL,2725.434
2003,HRV,KOR,Total,XPRT-TRD-VL,2026.66
2004,HRV,KOR,Total,XPRT-TRD-VL,1191.798
2005,HRV,KOR,Total,XPRT-TRD-VL,4281.409
2006,HRV,KOR,Total,XPRT-TRD-VL,13971.982
2007,HRV,KOR,Total,XPRT-TRD-VL,11813.017
2008,HRV,KOR,Total,XPRT-TRD-VL,5173.661
2009,HRV,KOR,Total,XPRT-TRD-VL,3748.597
2010,HRV,KOR,Total,XPRT-TRD-VL,5362.821
2011,HRV,KOR,Total,XPRT-TRD-VL,4945.951
2012,HRV,KOR,Total,XPRT-TRD-VL,7269.761
2013,HRV,KOR,Total,XPRT-TRD-VL,12555.541
2014,HRV,KOR,Total,XPRT-TRD-VL,7028.041
2015,HRV,KOR,Total,XPRT-TRD-VL,7489.869
2016,HRV,KOR,Total,XPRT-TRD-VL,17788.186
2017,HRV,KOR,Total,XPRT-TRD-VL,64088.615
2018,HRV,KOR,Total,XPRT-TRD-VL,102038.126
2019,HRV,KOR,Total,XPRT-TRD-VL,26743.889
2020,HRV,KOR,Total,XPRT-TRD-VL,9058.262
2021,HRV,KOR,Total,XPRT-TRD-VL,13875.51
2022,HRV,KOR,Total,XPRT-TRD-VL,11071.678
2002,HRV,HKG,Total,XPRT-TRD-VL,2162.581
2003,HRV,HKG,Total,XPRT-TRD-VL,1684.07
2004,HRV,HKG,Total,XPRT-TRD-VL,2548.22
2005,HRV,HKG,Total,XPRT-TRD-VL,4893.473
2006,HRV,HKG,Total,XPRT-TRD-VL,3375.696
2007,HRV,HKG,Total,XPRT-TRD-VL,2915.139
2008,HRV,HKG,Total,XPRT-TRD-VL,1509.249
2009,HRV,HKG,Total,XPRT-TRD-VL,5118.264
2010,HRV,HKG,Total,XPRT-TRD-VL,58438.679
2011,HRV,HKG,Total,XPRT-TRD-VL,4273.618
2012,HRV,HKG,Total,XPRT-TRD-VL,5045.697
2013,HRV,HKG,Total,XPRT-TRD-VL,5842.492
2014,HRV,HKG,Total,XPRT-TRD-VL,9605.579
2015,HRV,HKG,Total,XPRT-TRD-VL,8697.782
2016,HRV,HKG,Total,XPRT-TRD-VL,35875.427
2017,HRV,HKG,Total,XPRT-TRD-VL,41074.509
2018,HRV,HKG,Total,XPRT-TRD-VL,41085.998
2019,HRV,HKG,Total,XPRT-TRD-VL,26597.57
2020,HRV,HKG,Total,XPRT-TRD-VL,20676.166
2021,HRV,HKG,Total,XPRT-TRD-VL,28590.171
2022,HRV,HKG,Total,XPRT-TRD-VL,11423.726
2002,HRV,FRA,Total,XPRT-TRD-VL,159145.624
2003,HRV,FRA,Total,XPRT-TRD-VL,174709.387
2004,HRV,FRA,Total,XPRT-TRD-VL,184204.061
2005,HRV,FRA,Total,XPRT-TRD-VL,198553.967
2006,HRV,FRA,Total,XPRT-TRD-VL,212745.256
2007,HRV,FRA,Total,XPRT-TRD-VL,275649.788
2008,HRV,FRA,Total,XPRT-TRD-VL,298386.679
2009,HRV,FRA,Total,XPRT-TRD-VL,209694.427
2010,HRV,FRA,Total,XPRT-TRD-VL,162445.19
2011,HRV,FRA,Total,XPRT-TRD-VL,381326.272
2012,HRV,FRA,Total,XPRT-TRD-VL,184042.187
2013,HRV,FRA,Total,XPRT-TRD-VL,219200.55
2014,HRV,FRA,Total,XPRT-TRD-VL,306584.902
2015,HRV,FRA,Total,XPRT-TRD-VL,301650.004
2016,HRV,FRA,Total,XPRT-TRD-VL,320070.711
2017,HRV,FRA,Total,XPRT-TRD-VL,391689.38
2018,HRV,FRA,Total,XPRT-TRD-VL,446108.733
2019,HRV,FRA,Total,XPRT-TRD-VL,485541.841
2020,HRV,FRA,Total,XPRT-TRD-VL,515948.973
2021,HRV,FRA,Total,XPRT-TRD-VL,583710.028
2022,HRV,FRA,Total,XPRT-TRD-VL,616171.647
2002,HRV,ITA,Total,XPRT-TRD-VL,1114985.712
2003,HRV,ITA,Total,XPRT-TRD-VL,1651019.874
2004,HRV,ITA,Total,XPRT-TRD-VL,1834387.508
2005,HRV,ITA,Total,XPRT-TRD-VL,1860236.667
2006,HRV,ITA,Total,XPRT-TRD-VL,2397479.847
2007,HRV,ITA,Total,XPRT-TRD-VL,2359874.152
2008,HRV,ITA,Total,XPRT-TRD-VL,2694136.884
2009,HRV,ITA,Total,XPRT-TRD-VL,1993688.638
2010,HRV,ITA,Total,XPRT-TRD-VL,2209838.537
2011,HRV,ITA,Total,XPRT-TRD-VL,2111580.585
2012,HRV,ITA,Total,XPRT-TRD-VL,1892180.579
2013,HRV,ITA,Total,XPRT-TRD-VL,1851795.673
2014,HRV,ITA,Total,XPRT-TRD-VL,1921191.768
2015,HRV,ITA,Total,XPRT-TRD-VL,1717489.09
2016,HRV,ITA,Total,XPRT-TRD-VL,1864302.257
2017,HRV,ITA,Total,XPRT-TRD-VL,2155242.201
2018,HRV,ITA,Total,XPRT-TRD-VL,2510893.604
2019,HRV,ITA,Total,XPRT-TRD-VL,2382516.932
2020,HRV,ITA,Total,XPRT-TRD-VL,2127106.214
2021,HRV,ITA,Total,XPRT-TRD-VL,2854707.658
2022,HRV,ITA,Total,XPRT-TRD-VL,3107916.606
2002,HRV,GBR,Total,XPRT-TRD-VL,62616.684
2003,HRV,GBR,Total,XPRT-TRD-VL,72103.863
2004,HRV,GBR,Total,XPRT-TRD-VL,95996.999
2005,HRV,GBR,Total,XPRT-TRD-VL,124786.285
2006,HRV,GBR,Total,XPRT-TRD-VL,193041.96
2007,HRV,GBR,Total,XPRT-TRD-VL,240421.347
2008,HRV,GBR,Total,XPRT-TRD-VL,336011.6
2009,HRV,GBR,Total,XPRT-TRD-VL,222954.284
2010,HRV,GBR,Total,XPRT-TRD-VL,175092.062
2011,HRV,GBR,Total,XPRT-TRD-VL,199744.759
2012,HRV,GBR,Total,XPRT-TRD-VL,193621.738
2013,HRV,GBR,Total,XPRT-TRD-VL,273160.551
2014,HRV,GBR,Total,XPRT-TRD-VL,201818.767
2015,HRV,GBR,Total,XPRT-TRD-VL,231293.264
2016,HRV,GBR,Total,XPRT-TRD-VL,192094.641
2017,HRV,GBR,Total,XPRT-TRD-VL,237477.453
2018,HRV,GBR,Total,XPRT-TRD-VL,258321.594
2019,HRV,GBR,Total,XPRT-TRD-VL,269606.501
2020,HRV,GBR,Total,XPRT-TRD-VL,294304.587
2021,HRV,GBR,Total,XPRT-TRD-VL,252534.701
2022,HRV,GBR,Total,XPRT-TRD-VL,250543.527
2002,HRV,CAN,Total,XPRT-TRD-VL,6573.234
2003,HRV,CAN,Total,XPRT-TRD-VL,8766.865
2004,HRV,CAN,Total,XPRT-TRD-VL,9942.127
2005,HRV,CAN,Total,XPRT-TRD-VL,11440.734
2006,HRV,CAN,Total,XPRT-TRD-VL,15334.736
2007,HRV,CAN,Total,XPRT-TRD-VL,23727.96
2008,HRV,CAN,Total,XPRT-TRD-VL,30836.543
2009,HRV,CAN,Total,XPRT-TRD-VL,15333.928
2010,HRV,CAN,Total,XPRT-TRD-VL,38331.915
2011,HRV,CAN,Total,XPRT-TRD-VL,15987.433
2012,HRV,CAN,Total,XPRT-TRD-VL,65702.845
2013,HRV,CAN,Total,XPRT-TRD-VL,44040.782
2014,HRV,CAN,Total,XPRT-TRD-VL,33476.121
2015,HRV,CAN,Total,XPRT-TRD-VL,31220.755
2016,HRV,CAN,Total,XPRT-TRD-VL,41310.18
2017,HRV,CAN,Total,XPRT-TRD-VL,56373.76
2018,HRV,CAN,Total,XPRT-TRD-VL,87670.163
2019,HRV,CAN,Total,XPRT-TRD-VL,40776.847
2020,HRV,CAN,Total,XPRT-TRD-VL,98746.358
2021,HRV,CAN,Total,XPRT-TRD-VL,66972.799
2022,HRV,CAN,Total,XPRT-TRD-VL,54306.916
2002,HRV,MEX,Total,XPRT-TRD-VL,864.333
2003,HRV,MEX,Total,XPRT-TRD-VL,8940.097
2004,HRV,MEX,Total,XPRT-TRD-VL,3560.454
2005,HRV,MEX,Total,XPRT-TRD-VL,2013.783
2006,HRV,MEX,Total,XPRT-TRD-VL,3661.379
2007,HRV,MEX,Total,XPRT-TRD-VL,1720.961
