year,reporter,partner,product,indicator,value
2002,CHN,USA,Total,XPRT-TRD-VL,70050092.091
2003,CHN,USA,Total,XPRT-TRD-VL,92626296.055
2004,CHN,USA,Total,XPRT-TRD-VL,125148955.896
2005,CHN,USA,Total,XPRT-TRD-VL,163180459.034
2006,CHN,USA,Total,XPRT-TRD-VL,203801045.737
2007,CHN,USA,Total,XPRT-TRD-VL,233168789.977
2008,CHN,USA,Total,XPRT-TRD-VL,252843530.635
2009,CHN,USA,Total,XPRT-TRD-VL,221295019.639
2010,CHN,USA,Total,XPRT-TRD-VL,283780322.735
2011,CHN,USA,Total,XPRT-TRD-VL,325010987.549
2012,CHN,USA,Total,XPRT-TRD-VL,352438221.016
2013,CHN,USA,Total,XPRT-TRD-VL,369063858.557
2014,CHN,USA,Total,XPRT-TRD-VL,397099249.674
2015,CHN,USA,Total,XPRT-TRD-VL,409979244.393
2016,CHN,USA,Total,XPRT-TRD-VL,385677759.424
2017,CHN,USA,Total,XPRT-TRD-VL,430328146.524
2018,CHN,USA,Total,XPRT-TRD-VL,479278747.159
2019,CHN,USA,Total,XPRT-TRD-VL,419322648.638
2020,CHN,USA,Total,XPRT-TRD-VL,452492876.334
2021,CHN,USA,Total,XPRT-TRD-VL,568174902.455
2022,CHN,USA,Total,XPRT-TRD-VL,582756110.047
2002,CHN,DEU,Total,XPRT-TRD-VL,11371849.916
2003,CHN,DEU,Total,XPRT-TRD-VL,17442112.338
2004,CHN,DEU,Total,XPRT-TRD-VL,23755731.818
2005,CHN,DEU,Total,XPRT-TRD-VL,32527131.213
2006,CHN,DEU,Total,XPRT-TRD-VL,40314598.128
2007,CHN,DEU,Total,XPRT-TRD-VL,48744144.23
2008,CHN,DEU,Total,XPRT-TRD-VL,59208951.16
2009,CHN,DEU,Total,XPRT-TRD-VL,49919564.279
2010,CHN,DEU,Total,XPRT-TRD-VL,68047133.397
2011,CHN,DEU,Total,XPRT-TRD-VL,76399999.43
2012,CHN,DEU,Total,XPRT-TRD-VL,69212732.296
2013,CHN,DEU,Total,XPRT-TRD-VL,67342500.439
2014,CHN,DEU,Total,XPRT-TRD-VL,72703048.969
2015,CHN,DEU,Total,XPRT-TRD-VL,69154833.607
2016,CHN,DEU,Total,XPRT-TRD-VL,65214030.647
2017,CHN,DEU,Total,XPRT-TRD-VL,71134400.096
2018,CHN,DEU,Total,XPRT-TRD-VL,77489342.157
2019,CHN,DEU,Total,XPRT-TRD-VL,79789085.186
2020,CHN,DEU,Total,XPRT-TRD-VL,86807061.051
2021,CHN,DEU,Total,XPRT-TRD-VL,114100628.413
2022,CHN,DEU,Total,XPRT-TRD-VL,116226631.561
2002,CHN,NLD,Total,XPRT-TRD-VL,9107558.607
2003,CHN,NLD,Total,XPRT-TRD-VL,13501234.886
2004,CHN,NLD,Total,XPRT-TRD-VL,18518819.008
2005,CHN,NLD,Total,XPRT-TRD-VL,25875734.757
2006,CHN,NLD,Total,XPRT-TRD-VL,30861137.796
2007,CHN,NLD,Total,XPRT-TRD-VL,41423052.427
2008,CHN,NLD,Total,XPRT-TRD-VL,45918580.557
2009,CHN,NLD,Total,XPRT-TRD-VL,36682224.862
2010,CHN,NLD,Total,XPRT-TRD-VL,49704161.455
2011,CHN,NLD,Total,XPRT-TRD-VL,59499691.403
2012,CHN,NLD,Total,XPRT-TRD-VL,58898784.96
2013,CHN,NLD,Total,XPRT-TRD-VL,60314751.572
2014,CHN,NLD,Total,XPRT-TRD-VL,64928515.588
2015,CHN,NLD,Total,XPRT-TRD-VL,59453380.174
2016,CHN,NLD,Total,XPRT-TRD-VL,57447210.217
2017,CHN,NLD,Total,XPRT-TRD-VL,67131666.962
2018,CHN,NLD,Total,XPRT-TRD-VL,72834750.636
2019,CHN,NLD,Total,XPRT-TRD-VL,73978795.554
2020,CHN,NLD,Total,XPRT-TRD-VL,79006012.371
2021,CHN,NLD,Total,XPRT-TRD-VL,101453947.986
2022,CHN,NLD,Total,XPRT-TRD-VL,117730967.517
2002,CHN,JPN,Total,XPRT-TRD-VL,48433840.387
2003,CHN,JPN,Total,XPRT-TRD-VL,59408697.992
2004,CHN,JPN,Total,XPRT-TRD-VL,73509042.094
2005,CHN,JPN,Total,XPRT-TRD-VL,83986277.412
2006,CHN,JPN,Total,XPRT-TRD-VL,91622673.33
2007,CHN,JPN,Total,XPRT-TRD-VL,102062496.249
2008,CHN,JPN,Total,XPRT-TRD-VL,116132454.516
2009,CHN,JPN,Total,XPRT-TRD-VL,97910965.891
2010,CHN,JPN,Total,XPRT-TRD-VL,121043964.529
2011,CHN,JPN,Total,XPRT-TRD-VL,148268708.074
2012,CHN,JPN,Total,XPRT-TRD-VL,151626580.721
2013,CHN,JPN,Total,XPRT-TRD-VL,150132588.978
2014,CHN,JPN,Total,XPRT-TRD-VL,149391340.472
2015,CHN,JPN,Total,XPRT-TRD-VL,135616442.813
2016,CHN,JPN,Total,XPRT-TRD-VL,129268487.384
2017,CHN,JPN,Total,XPRT-TRD-VL,137258933.31
2018,CHN,JPN,Total,XPRT-TRD-VL,147048752.77
2019,CHN,JPN,Total,XPRT-TRD-VL,143244518.385
2020,CHN,JPN,Total,XPRT-TRD-VL,142596624.652
2021,CHN,JPN,Total,XPRT-TRD-VL,164626275.624
2022,CHN,JPN,Total,XPRT-TRD-VL,172927435.952
2002,CHN,KOR,Total,XPRT-TRD-VL,15534560.637
2003,CHN,KOR,Total,XPRT-TRD-VL,20094764.742
2004,CHN,KOR,Total,XPRT-TRD-VL,27811560.287
2005,CHN,KOR,Total,XPRT-TRD-VL,35107775.981
2006,CHN,KOR,Total,XPRT-TRD-VL,44522206.859
2007,CHN,KOR,Total,XPRT-TRD-VL,56432015.981
2008,CHN,KOR,Total,XPRT-TRD-VL,73931989.519
2009,CHN,KOR,Total,XPRT-TRD-VL,53679876.608
2010,CHN,KOR,Total,XPRT-TRD-VL,68766311.13
2011,CHN,KOR,Total,XPRT-TRD-VL,82920307.881
2012,CHN,KOR,Total,XPRT-TRD-VL,87673764.182
2013,CHN,KOR,Total,XPRT-TRD-VL,91164951.035
2014,CHN,KOR,Total,XPRT-TRD-VL,100333450.81
2015,CHN,KOR,Total,XPRT-TRD-VL,101286384.153
2016,CHN,KOR,Total,XPRT-TRD-VL,93707103.461
2017,CHN,KOR,Total,XPRT-TRD-VL,102703776.594
2018,CHN,KOR,Total,XPRT-TRD-VL,108756144.034
2019,CHN,KOR,Total,XPRT-TRD-VL,110974410.436
2020,CHN,KOR,Total,XPRT-TRD-VL,112476215.948
2021,CHN,KOR,Total,XPRT-TRD-VL,145931342.145
2022,CHN,KOR,Total,XPRT-TRD-VL,162621428.186
2002,CHN,HKG,Total,XPRT-TRD-VL,58463145.181
2003,CHN,HKG,Total,XPRT-TRD-VL,76274373.62
2004,CHN,HKG,Total,XPRT-TRD-VL,100868565.582
2005,CHN,HKG,Total,XPRT-TRD-VL,124473251.847
2006,CHN,HKG,Total,XPRT-TRD-VL,155309068.118
2007,CHN,HKG,Total,XPRT-TRD-VL,184438213.737
2008,CHN,HKG,Total,XPRT-TRD-VL,190729034.562
2009,CHN,HKG,Total,XPRT-TRD-VL,166216920.149
2010,CHN,HKG,Total,XPRT-TRD-VL,218301359.503
2011,CHN,HKG,Total,XPRT-TRD-VL,267983736.806
2012,CHN,HKG,Total,XPRT-TRD-VL,323445330.291
2013,CHN,HKG,Total,XPRT-TRD-VL,384497866.928
2014,CHN,HKG,Total,XPRT-TRD-VL,363077143.714
2015,CHN,HKG,Total,XPRT-TRD-VL,330462787.176
2016,CHN,HKG,Total,XPRT-TRD-VL,287251662.276
2017,CHN,HKG,Total,XPRT-TRD-VL,279210546.471
2018,CHN,HKG,Total,XPRT-TRD-VL,301701551.245
2019,CHN,HKG,Total,XPRT-TRD-VL,278825297.951
2020,CHN,HKG,Total,XPRT-TRD-VL,271708494.673
2021,CHN,HKG,Total,XPRT-TRD-VL,346473372.002
2022,CHN,HKG,Total,XPRT-TRD-VL,297538447.836
2002,CHN,FRA,Total,XPRT-TRD-VL,4087772.114
2003,CHN,FRA,Total,XPRT-TRD-VL,7331062.614
2004,CHN,FRA,Total,XPRT-TRD-VL,9967437.372
2005,CHN,FRA,Total,XPRT-TRD-VL,11691652.57
2006,CHN,FRA,Total,XPRT-TRD-VL,13978873.746
2007,CHN,FRA,Total,XPRT-TRD-VL,20466709.061
2008,CHN,FRA,Total,XPRT-TRD-VL,23498662.001
2009,CHN,FRA,Total,XPRT-TRD-VL,21611741.188
2010,CHN,FRA,Total,XPRT-TRD-VL,27858708.505
2011,CHN,FRA,Total,XPRT-TRD-VL,30245912.719
2012,CHN,FRA,Total,XPRT-TRD-VL,27195962.72
2013,CHN,FRA,Total,XPRT-TRD-VL,26948465.912
2014,CHN,FRA,Total,XPRT-TRD-VL,28975790.976
2015,CHN,FRA,Total,XPRT-TRD-VL,27051526.502
2016,CHN,FRA,Total,XPRT-TRD-VL,24958617.484
2017,CHN,FRA,Total,XPRT-TRD-VL,27963501.958
2018,CHN,FRA,Total,XPRT-TRD-VL,31085267.736
2019,CHN,FRA,Total,XPRT-TRD-VL,33331864.152
2020,CHN,FRA,Total,XPRT-TRD-VL,37335184.945
2021,CHN,FRA,Total,XPRT-TRD-VL,45956362.847
2022,CHN,FRA,Total,XPRT-TRD-VL,46143668.124
2002,CHN,ITA,Total,XPRT-TRD-VL,4827434.793
2003,CHN,ITA,Total,XPRT-TRD-VL,6652321.112
2004,CHN,ITA,Total,XPRT-TRD-VL,9223773.571
2005,CHN,ITA,Total,XPRT-TRD-VL,11690507.119
2006,CHN,ITA,Total,XPRT-TRD-VL,15977188.051
2007,CHN,ITA,Total,XPRT-TRD-VL,21187737.246
2008,CHN,ITA,Total,XPRT-TRD-VL,26628788.111
2009,CHN,ITA,Total,XPRT-TRD-VL,20243631.792
2010,CHN,ITA,Total,XPRT-TRD-VL,31139647.035
2011,CHN,ITA,Total,XPRT-TRD-VL,33692730.999
2012,CHN,ITA,Total,XPRT-TRD-VL,25656013.136
2013,CHN,ITA,Total,XPRT-TRD-VL,25752660.052
2014,CHN,ITA,Total,XPRT-TRD-VL,28756397.409
2015,CHN,ITA,Total,XPRT-TRD-VL,27834410.422
2016,CHN,ITA,Total,XPRT-TRD-VL,26360471.715
2017,CHN,ITA,Total,XPRT-TRD-VL,29199961.821
2018,CHN,ITA,Total,XPRT-TRD-VL,33171610.391
2019,CHN,ITA,Total,XPRT-TRD-VL,33519784.047
2020,CHN,ITA,Total,XPRT-TRD-VL,32914226.693
2021,CHN,ITA,Total,XPRT-TRD-VL,43309361.378
2022,CHN,ITA,Total,XPRT-TRD-VL,50908035.554
2002,CHN,GBR,Total,XPRT-TRD-VL,8059424.634
2003,CHN,GBR,Total,XPRT-TRD-VL,10823721.178
2004,CHN,GBR,Total,XPRT-TRD-VL,14966962.378
2005,CHN,GBR,Total,XPRT-TRD-VL,18976473.583
2006,CHN,GBR,Total,XPRT-TRD-VL,24163209.027
2007,CHN,GBR,Total,XPRT-TRD-VL,31666365.068
2008,CHN,GBR,Total,XPRT-TRD-VL,36072739.431
2009,CHN,GBR,Total,XPRT-TRD-VL,31277364.093
2010,CHN,GBR,Total,XPRT-TRD-VL,38767054.02
2011,CHN,GBR,Total,XPRT-TRD-VL,44122054.712
2012,CHN,GBR,Total,XPRT-TRD-VL,46296692.725
2013,CHN,GBR,Total,XPRT-TRD-VL,50942127.633
2014,CHN,GBR,Total,XPRT-TRD-VL,57141135.496
2015,CHN,GBR,Total,XPRT-TRD-VL,59567065.46
2016,CHN,GBR,Total,XPRT-TRD-VL,55664076.103
2017,CHN,GBR,Total,XPRT-TRD-VL,56713517.329
2018,CHN,GBR,Total,XPRT-TRD-VL,56542925.41
2019,CHN,GBR,Total,XPRT-TRD-VL,62425024.434
2020,CHN,GBR,Total,XPRT-TRD-VL,72561343.658
2021,CHN,GBR,Total,XPRT-TRD-VL,85409690.27
2022,CHN,GBR,Total,XPRT-TRD-VL,81544681.664
2002,CHN,CAN,Total,XPRT-TRD-VL,4303458.155
2003,CHN,CAN,Total,XPRT-TRD-VL,5632183.952
2004,CHN,CAN,Total,XPRT-TRD-VL,8161179.224
2005,CHN,CAN,Total,XPRT-TRD-VL,11653674.562
2006,CHN,CAN,Total,XPRT-TRD-VL,15516844.612
2007,CHN,CAN,Total,XPRT-TRD-VL,19360318.063
2008,CHN,CAN,Total,XPRT-TRD-VL,21795876.535
2009,CHN,CAN,Total,XPRT-TRD-VL,17675119.089
2010,CHN,CAN,Total,XPRT-TRD-VL,22216134.152
2011,CHN,CAN,Total,XPRT-TRD-VL,25266589.99
2012,CHN,CAN,Total,XPRT-TRD-VL,28125194.109
2013,CHN,CAN,Total,XPRT-TRD-VL,29216715.384
2014,CHN,CAN,Total,XPRT-TRD-VL,30003678.663
2015,CHN,CAN,Total,XPRT-TRD-VL,29422642.319
2016,CHN,CAN,Total,XPRT-TRD-VL,27312227.873
2017,CHN,CAN,Total,XPRT-TRD-VL,31375454.689
2018,CHN,CAN,Total,XPRT-TRD-VL,35153242.971
2019,CHN,CAN,Total,XPRT-TRD-VL,36931958.466
2020,CHN,CAN,Total,XPRT-TRD-VL,42094313.388
2021,CHN,CAN,Total,XPRT-TRD-VL,50413889.754
2022,CHN,CAN,Total,XPRT-TRD-VL,53704892.083
2002,CHN,MEX,Total,XPRT-TRD-VL,2863655.071
2003,CHN,MEX,Total,XPRT-TRD-VL,3267029.646
2004,CHN,MEX,Total,XPRT-TRD-VL,4972754.272
2005,CHN,MEX,Total,XPRT-TRD-VL,5537687.359
2006,CHN,MEX,Total,XPRT-TRD-VL,8823554.228
2007,CHN,MEX,Total,XPRT-TRD-VL,11717654.683
2008,CHN,MEX,Total,XPRT-TRD-VL,13866487.521
2009,CHN,MEX,Total,XPRT-TRD-VL,12298991.353
2010,CHN,MEX,Total,XPRT-TRD-VL,17872653.087
2011,CHN,MEX,Total,XPRT-TRD-VL,23975905.865
2012,CHN,MEX,Total,XPRT-TRD-VL,27517962.691
2013,CHN,MEX,Total,XPRT-TRD-VL,28966299.976
2014,CHN,MEX,Total,XPRT-TRD-VL,32255386.103
2015,CHN,MEX,Total,XPRT-TRD-VL,33791755.144
2016,CHN,MEX,Total,XPRT-TRD-VL,32356651.525
2017,CHN,MEX,Total,XPRT-TRD-VL,35905386.995
2018,CHN,MEX,Total,XPRT-TRD-VL,44009918.081
2019,CHN,MEX,Total,XPRT-TRD-VL,46382164.507
2020,CHN,MEX,Total,XPRT-TRD-VL,44827693.169
2021,CHN,MEX,Total,XPRT-TRD-VL,66923809.056
2022,CHN,MEX,Total,XPRT-TRD-VL,77534943.659
2002,CHN,SGP,Total,XPRT-TRD-VL,6984217.188
2003,CHN,SGP,Total,XPRT-TRD-VL,8863772.416
2004,CHN,SGP,Total,XPRT-TRD-VL,12687599.657
2005,CHN,SGP,Total,XPRT-TRD-VL,16632262.456
2006,CHN,SGP,Total,XPRT-TRD-VL,23185291.43
2007,CHN,SGP,Total,XPRT-TRD-VL,29946491.368
2008,CHN,SGP,Total,XPRT-TRD-VL,32305805.355
2009,CHN,SGP,Total,XPRT-TRD-VL,30066363.191
2010,CHN,SGP,Total,XPRT-TRD-VL,32347238.005
2011,CHN,SGP,Total,XPRT-TRD-VL,35570137.217
2012,CHN,SGP,Total,XPRT-TRD-VL,40750209.041
2013,CHN,SGP,Total,XPRT-TRD-VL,45831864.575
2014,CHN,SGP,Total,XPRT-TRD-VL,48911174.763
2015,CHN,SGP,Total,XPRT-TRD-VL,51942439.609
2016,CHN,SGP,Total,XPRT-TRD-VL,44495953.063
2017,CHN,SGP,Total,XPRT-TRD-VL,45019300.478
2018,CHN,SGP,Total,XPRT-TRD-VL,49042623.656
2019,CHN,SGP,Total,XPRT-TRD-VL,54798488.296
2020,CHN,SGP,Total,XPRT-TRD-VL,57624786.426
2021,CHN,SGP,Total,XPRT-TRD-VL,54069752.25
2022,CHN,SGP,Total,XPRT-TRD-VL,81167608.325
2002,CHN,RUS,Total,XPRT-TRD-VL,3520742.377
2003,CHN,RUS,Total,XPRT-TRD-VL,6029926.895
2004,CHN,RUS,Total,XPRT-TRD-VL,9098115.927
2005,CHN,RUS,Total,XPRT-TRD-VL,13211283.269
2006,CHN,RUS,Total,XPRT-TRD-VL,15832487.03
2007,CHN,RUS,Total,XPRT-TRD-VL,28529895.037
2008,CHN,RUS,Total,XPRT-TRD-VL,33075849.922
2009,CHN,RUS,Total,XPRT-TRD-VL,17513771.415
2010,CHN,RUS,Total,XPRT-TRD-VL,29612073.703
2011,CHN,RUS,Total,XPRT-TRD-VL,38903017.967
2012,CHN,RUS,Total,XPRT-TRD-VL,44056551.091
2013,CHN,RUS,Total,XPRT-TRD-VL,49591171.963
2014,CHN,RUS,Total,XPRT-TRD-VL,53676944.136
2015,CHN,RUS,Total,XPRT-TRD-VL,34756877.25
2016,CHN,RUS,Total,XPRT-TRD-VL,37339600.736
2017,CHN,RUS,Total,XPRT-TRD-VL,42830599.817
2018,CHN,RUS,Total,XPRT-TRD-VL,47965272.79
2019,CHN,RUS,Total,XPRT-TRD-VL,49748486.51
2020,CHN,RUS,Total,XPRT-TRD-VL,50504392.053
2021,CHN,RUS,Total,XPRT-TRD-VL,67196722.796
2022,CHN,RUS,Total,XPRT-TRD-VL,76122649.188
2002,CHN,ESP,Total,XPRT-TRD-VL,2610822.307
2003,CHN,ESP,Total,XPRT-TRD-VL,3931376.341
2004,CHN,ESP,Total,XPRT-TRD-VL,5532653.089
2005,CHN,ESP,Total,XPRT-TRD-VL,8483530.883
2006,CHN,ESP,Total,XPRT-TRD-VL,11545364.553
2007,CHN,ESP,Total,XPRT-TRD-VL,16622006.646
2008,CHN,ESP,Total,XPRT-TRD-VL,20818394.562
2009,CHN,ESP,Total,XPRT-TRD-VL,14077808.41
2010,CHN,ESP,Total,XPRT-TRD-VL,18178685.692
2011,CHN,ESP,Total,XPRT-TRD-VL,19723608.754
2012,CHN,ESP,Total,XPRT-TRD-VL,18240173.784
2013,CHN,ESP,Total,XPRT-TRD-VL,18931672.371
2014,CHN,ESP,Total,XPRT-TRD-VL,21501636.106
2015,CHN,ESP,Total,XPRT-TRD-VL,21855810.76
2016,CHN,ESP,Total,XPRT-TRD-VL,21310945.566
2017,CHN,ESP,Total,XPRT-TRD-VL,22918279.284
2018,CHN,ESP,Total,XPRT-TRD-VL,24955165.377
2019,CHN,ESP,Total,XPRT-TRD-VL,26899372.435
2020,CHN,ESP,Total,XPRT-TRD-VL,27517998.269
2021,CHN,ESP,Total,XPRT-TRD-VL,35721915.642
2022,CHN,ESP,Total,XPRT-TRD-VL,41752008.756
2002,CHN,BEL,Total,XPRT-TRD-VL,2875847.237
2003,CHN,BEL,Total,XPRT-TRD-VL,3933696.882
2004,CHN,BEL,Total,XPRT-TRD-VL,5859680.477
2005,CHN,BEL,Total,XPRT-TRD-VL,7738744.501
2006,CHN,BEL,Total,XPRT-TRD-VL,9906043.47
2007,CHN,BEL,Total,XPRT-TRD-VL,12689159.4
2008,CHN,BEL,Total,XPRT-TRD-VL,14871301.308
2009,CHN,BEL,Total,XPRT-TRD-VL,10872790.409
2010,CHN,BEL,Total,XPRT-TRD-VL,14302161.796
2011,CHN,BEL,Total,XPRT-TRD-VL,18973831.31
2012,CHN,BEL,Total,XPRT-TRD-VL,16376700.347
2013,CHN,BEL,Total,XPRT-TRD-VL,15560178.349
2014,CHN,BEL,Total,XPRT-TRD-VL,17216405.105
2015,CHN,BEL,Total,XPRT-TRD-VL,16208313.157
2016,CHN,BEL,Total,XPRT-TRD-VL,14731455.11
2017,CHN,BEL,Total,XPRT-TRD-VL,15738121.286
2018,CHN,BEL,Total,XPRT-TRD-VL,17055064.983
2019,CHN,BEL,Total,XPRT-TRD-VL,18234318.679
2020,CHN,BEL,Total,XPRT-TRD-VL,20751809.139
2021,CHN,BEL,Total,XPRT-TRD-VL,29781977.954
2022,CHN,BEL,Total,XPRT-TRD-VL,35635134.056
2002,CHN,CHE,Total,XPRT-TRD-VL,638149.764
2003,CHN,CHE,Total,XPRT-TRD-VL,841755.224
2004,CHN,CHE,Total,XPRT-TRD-VL,1512543.728
2005,CHN,CHE,Total,XPRT-TRD-VL,1956172.511
2006,CHN,CHE,Total,XPRT-TRD-VL,2520434.008
2007,CHN,CHE,Total,XPRT-TRD-VL,3614204.201
2008,CHN,CHE,Total,XPRT-TRD-VL,3917989.222
2009,CHN,CHE,Total,XPRT-TRD-VL,2664657.604
2010,CHN,CHE,Total,XPRT-TRD-VL,3038875.139
2011,CHN,CHE,Total,XPRT-TRD-VL,3713551.994
2012,CHN,CHE,Total,XPRT-TRD-VL,3507411.013
2013,CHN,CHE,Total,XPRT-TRD-VL,3529136.223
2014,CHN,CHE,Total,XPRT-TRD-VL,3109862.912
2015,CHN,CHE,Total,XPRT-TRD-VL,3195333.673
2016,CHN,CHE,Total,XPRT-TRD-VL,3198285.713
2017,CHN,CHE,Total,XPRT-TRD-VL,3206730.094
2018,CHN,CHE,Total,XPRT-TRD-VL,4067598.648
2019,CHN,CHE,Total,XPRT-TRD-VL,4597730.847
2020,CHN,CHE,Total,XPRT-TRD-VL,5091730.421
2021,CHN,CHE,Total,XPRT-TRD-VL,6296595.249
2022,CHN,CHE,Total,XPRT-TRD-VL,7682844.718
2002,CHN,IND,Total,XPRT-TRD-VL,2671164.208
2003,CHN,IND,Total,XPRT-TRD-VL,3343225.003
2004,CHN,IND,Total,XPRT-TRD-VL,5936007.816
2005,CHN,IND,Total,XPRT-TRD-VL,8934277.108
2006,CHN,IND,Total,XPRT-TRD-VL,14581297.367
2007,CHN,IND,Total,XPRT-TRD-VL,24051379.611
2008,CHN,IND,Total,XPRT-TRD-VL,31585380.667
2009,CHN,IND,Total,XPRT-TRD-VL,29666559.641
2010,CHN,IND,Total,XPRT-TRD-VL,40913958.297
2011,CHN,IND,Total,XPRT-TRD-VL,50536415.932
2012,CHN,IND,Total,XPRT-TRD-VL,47677451.834
2013,CHN,IND,Total,XPRT-TRD-VL,48432411.237
2014,CHN,IND,Total,XPRT-TRD-VL,54217421.728
2015,CHN,IND,Total,XPRT-TRD-VL,58228027.086
2016,CHN,IND,Total,XPRT-TRD-VL,58397760.569
2017,CHN,IND,Total,XPRT-TRD-VL,68042252.505
2018,CHN,IND,Total,XPRT-TRD-VL,76675655.636
2019,CHN,IND,Total,XPRT-TRD-VL,74825299.13
2020,CHN,IND,Total,XPRT-TRD-VL,66719471.588
2021,CHN,IND,Total,XPRT-TRD-VL,96367053.567
2022,CHN,IND,Total,XPRT-TRD-VL,118501522.799
2002,CHN,BRA,Total,XPRT-TRD-VL,1466382.34
2003,CHN,BRA,Total,XPRT-TRD-VL,2143255.914
2004,CHN,BRA,Total,XPRT-TRD-VL,3674104.212
2005,CHN,BRA,Total,XPRT-TRD-VL,4827209.396
2006,CHN,BRA,Total,XPRT-TRD-VL,7380105.731
2007,CHN,BRA,Total,XPRT-TRD-VL,11398472.406
2008,CHN,BRA,Total,XPRT-TRD-VL,18807457.292
2009,CHN,BRA,Total,XPRT-TRD-VL,14118518.263
2010,CHN,BRA,Total,XPRT-TRD-VL,24460651.866
2011,CHN,BRA,Total,XPRT-TRD-VL,31836677.325
2012,CHN,BRA,Total,XPRT-TRD-VL,33413633.342
2013,CHN,BRA,Total,XPRT-TRD-VL,35895471.244
2014,CHN,BRA,Total,XPRT-TRD-VL,34890134.489
2015,CHN,BRA,Total,XPRT-TRD-VL,27412225.426
2016,CHN,BRA,Total,XPRT-TRD-VL,21976152.765
2017,CHN,BRA,Total,XPRT-TRD-VL,28950538.235
2018,CHN,BRA,Total,XPRT-TRD-VL,33665139.187
2019,CHN,BRA,Total,XPRT-TRD-VL,35539063.912
2020,CHN,BRA,Total,XPRT-TRD-VL,34953227.525
2021,CHN,BRA,Total,XPRT-TRD-VL,53258848.788
2022,CHN,BRA,Total,XPRT-TRD-VL,61969970.59
2002,CHN,AUS,Total,XPRT-TRD-VL,4585039.229
2003,CHN,AUS,Total,XPRT-TRD-VL,6263578.991
2004,CHN,AUS,Total,XPRT-TRD-VL,8838251.022
2005,CHN,AUS,Total,XPRT-TRD-VL,11061500.935
2006,CHN,AUS,Total,XPRT-TRD-VL,13624882.168
2007,CHN,AUS,Total,XPRT-TRD-VL,17996590.492
2008,CHN,AUS,Total,XPRT-TRD-VL,22247264.26
2009,CHN,AUS,Total,XPRT-TRD-VL,20645566.954
2010,CHN,AUS,Total,XPRT-TRD-VL,27220263.744
2011,CHN,AUS,Total,XPRT-TRD-VL,33910012.731
2012,CHN,AUS,Total,XPRT-TRD-VL,37734919.542
2013,CHN,AUS,Total,XPRT-TRD-VL,37554163.21
2014,CHN,AUS,Total,XPRT-TRD-VL,39145950.36
2015,CHN,AUS,Total,XPRT-TRD-VL,40306508.77
2016,CHN,AUS,Total,XPRT-TRD-VL,37282496.549
2017,CHN,AUS,Total,XPRT-TRD-VL,41438227.66
2018,CHN,AUS,Total,XPRT-TRD-VL,47330059.327
2019,CHN,AUS,Total,XPRT-TRD-VL,48229553.588
2020,CHN,AUS,Total,XPRT-TRD-VL,53468167.172
2021,CHN,AUS,Total,XPRT-TRD-VL,65493678.76
2022,CHN,AUS,Total,XPRT-TRD-VL,78827035.893
2002,CHN,THA,Total,XPRT-TRD-VL,2957344.767
2003,CHN,THA,Total,XPRT-TRD-VL,3827905.496
2004,CHN,THA,Total,XPRT-TRD-VL,5801575.463
2005,CHN,THA,Total,XPRT-TRD-VL,7819296.435
2006,CHN,THA,Total,XPRT-TRD-VL,9764064.739
2007,CHN,THA,Total,XPRT-TRD-VL,12032909.569
2008,CHN,THA,Total,XPRT-TRD-VL,15636354.387
2009,CHN,THA,Total,XPRT-TRD-VL,13307098.106
2010,CHN,THA,Total,XPRT-TRD-VL,19741222.106
2011,CHN,THA,Total,XPRT-TRD-VL,25694603.599
2012,CHN,THA,Total,XPRT-TRD-VL,31196768.378
2013,CHN,THA,Total,XPRT-TRD-VL,32717903.843
2014,CHN,THA,Total,XPRT-TRD-VL,34289227.963
2015,CHN,THA,Total,XPRT-TRD-VL,38290804.015
2016,CHN,THA,Total,XPRT-TRD-VL,37182731.174
2017,CHN,THA,Total,XPRT-TRD-VL,38541726.588
2018,CHN,THA,Total,XPRT-TRD-VL,42878717.313
2019,CHN,THA,Total,XPRT-TRD-VL,45584838.927
2020,CHN,THA,Total,XPRT-TRD-VL,50513175.951
2021,CHN,THA,Total,XPRT-TRD-VL,68229195.044
2022,CHN,THA,Total,XPRT-TRD-VL,78479644.684
2002,CHN,POL,Total,XPRT-TRD-VL,1164615.22
2003,CHN,POL,Total,XPRT-TRD-VL,1620252.657
2004,CHN,POL,Total,XPRT-TRD-VL,1843723.318
2005,CHN,POL,Total,XPRT-TRD-VL,2595437.378
2006,CHN,POL,Total,XPRT-TRD-VL,4006174.399
2007,CHN,POL,Total,XPRT-TRD-VL,6554790.659
2008,CHN,POL,Total,XPRT-TRD-VL,9040367.59
2009,CHN,POL,Total,XPRT-TRD-VL,7561767.52
2010,CHN,POL,Total,XPRT-TRD-VL,9438306.983
2011,CHN,POL,Total,XPRT-TRD-VL,10939548.803
2012,CHN,POL,Total,XPRT-TRD-VL,12386657.177
2013,CHN,POL,Total,XPRT-TRD-VL,12574874.708
2014,CHN,POL,Total,XPRT-TRD-VL,14256798.574
2015,CHN,POL,Total,XPRT-TRD-VL,14344871.703
2016,CHN,POL,Total,XPRT-TRD-VL,15094067.047
2017,CHN,POL,Total,XPRT-TRD-VL,17873049.958
2018,CHN,POL,Total,XPRT-TRD-VL,20876212.491
2019,CHN,POL,Total,XPRT-TRD-VL,23880107.357
2020,CHN,POL,Total,XPRT-TRD-VL,26730657.668
